Hostname,SistemaOperacional,EspacoLivreAntesGB,EspacoLivreDepoisGB,EspacoRecuperadoGB,Data
SRV-0389,Windows Server 2022,12.04,13.09,1.05,2025-06-01
SRV-0390,Windows Server 2016,24.89,28.12,3.23,2025-06-01
SRV-0391,Windows Server 2019,35.36,39.06,3.7,2025-06-01
SRV-0392,Windows Server 2019,31.87,33.76,1.89,2025-06-01
SRV-0393,Windows Server 2019,49.15,49.76,0.61,2025-06-01
SRV-0394,Windows Server 2022,6.83,10.15,3.32,2025-06-01
SRV-0395,Windows Server 2019,24.75,25.8,1.05,2025-06-01
SRV-0396,Windows Server 2019,49.48,51.92,2.44,2025-06-01
SRV-0397,Windows Server 2019,12.42,17.01,4.59,2025-06-01
SRV-0398,Windows Server 2016,15.49,20.38,4.89,2025-06-01
SRV-0399,Windows Server 2019,26.24,26.77,0.53,2025-06-01
SRV-0400,Windows Server 2022,39.28,43.24,3.96,2025-06-01
SRV-0401,Windows Server 2022,16.46,17.07,0.61,2025-06-01
SRV-0402,Windows Server 2019,5.68,6.72,1.04,2025-06-01
SRV-0403,Windows Server 2019,14.55,15.68,1.13,2025-06-01
SRV-0404,Windows Server 2016,49.69,53.4,3.71,2025-06-01
SRV-0405,Windows Server 2022,29.8,32.3,2.5,2025-06-01
SRV-0406,Windows Server 2022,26.07,30.91,4.84,2025-06-01
SRV-0407,Windows Server 2016,15.95,16.1,0.15,2025-06-01
SRV-0408,Windows Server 2019,41.0,42.99,1.99,2025-06-01
SRV-0409,Windows Server 2019,47.77,51.1,3.33,2025-06-01
SRV-0410,Windows Server 2019,33.92,35.77,1.85,2025-06-01
SRV-0411,Windows Server 2019,43.2,47.92,4.72,2025-06-01
SRV-0412,Windows Server 2022,10.17,14.9,4.73,2025-06-01
SRV-0413,Windows Server 2019,42.08,43.96,1.88,2025-06-01
SRV-0414,Windows Server 2022,13.99,17.66,3.67,2025-06-01
SRV-0415,Windows Server 2019,43.58,47.34,3.76,2025-06-01
SRV-0416,Windows Server 2022,5.27,6.74,1.47,2025-06-01
SRV-0417,Windows Server 2022,45.95,49.23,3.28,2025-06-01
SRV-0418,Windows Server 2022,8.81,10.96,2.15,2025-06-01
SRV-0419,Windows Server 2019,36.39,38.86,2.47,2025-06-01
SRV-0420,Windows Server 2022,30.26,32.56,2.3,2025-06-01
SRV-0421,Windows Server 2016,12.54,15.04,2.5,2025-06-01
SRV-0422,Windows Server 2022,27.95,29.74,1.79,2025-06-01
SRV-0423,Windows Server 2019,20.05,21.35,1.3,2025-06-01
SRV-0424,Windows Server 2019,16.14,19.61,3.47,2025-06-01
SRV-0425,Windows Server 2019,27.78,31.45,3.67,2025-06-01
SRV-0426,Windows Server 2019,17.78,21.12,3.34,2025-06-01
SRV-0427,Windows Server 2019,22.32,25.56,3.24,2025-06-01
SRV-0428,Windows Server 2016,49.11,54.05,4.94,2025-06-01
SRV-0429,Windows Server 2019,35.27,37.26,1.99,2025-06-01
SRV-0430,Windows Server 2016,39.05,41.53,2.48,2025-06-01
SRV-0431,Windows Server 2019,23.15,26.4,3.25,2025-06-01
SRV-0432,Windows Server 2022,49.51,52.38,2.87,2025-06-01
SRV-0433,Windows Server 2019,23.79,27.08,3.29,2025-06-01
SRV-0434,Windows Server 2022,5.18,7.59,2.41,2025-06-01
SRV-0435,Windows Server 2019,35.35,39.68,4.33,2025-06-01
SRV-0436,Windows Server 2022,32.64,34.52,1.88,2025-06-01
SRV-0437,Windows Server 2022,29.24,31.96,2.72,2025-06-01
SRV-0438,Windows Server 2022,44.18,46.7,2.52,2025-06-01
SRV-0439,Windows Server 2019,36.7,39.67,2.97,2025-06-01
SRV-0440,Windows Server 2019,46.89,49.13,2.24,2025-06-01
SRV-0441,Windows Server 2022,27.36,31.34,3.98,2025-06-01
SRV-0442,Windows Server 2019,45.73,47.26,1.53,2025-06-01
SRV-0443,Windows Server 2022,10.58,12.82,2.24,2025-06-01
SRV-0444,Windows Server 2016,45.66,49.03,3.37,2025-06-01
SRV-0445,Windows Server 2022,23.27,27.44,4.17,2025-06-01
SRV-0446,Windows Server 2019,16.49,20.47,3.98,2025-06-01
SRV-0447,Windows Server 2016,45.13,49.79,4.66,2025-06-01
SRV-0448,Windows Server 2022,36.8,38.02,1.22,2025-06-01
SRV-0449,Windows Server 2022,29.06,33.62,4.56,2025-06-01
SRV-0450,Windows Server 2016,21.42,22.87,1.45,2025-06-01
SRV-0451,Windows Server 2022,35.56,38.21,2.65,2025-06-01
SRV-0452,Windows Server 2019,32.47,37.02,4.55,2025-06-01
SRV-0453,Windows Server 2022,17.04,19.78,2.74,2025-06-01
SRV-0454,Windows Server 2019,31.51,31.76,0.25,2025-06-01
SRV-0455,Windows Server 2019,48.17,48.3,0.13,2025-06-01
SRV-0456,Windows Server 2019,16.21,20.18,3.97,2025-06-01
SRV-0457,Windows Server 2022,43.59,48.45,4.86,2025-06-01
SRV-0458,Windows Server 2022,9.4,11.49,2.09,2025-06-01
SRV-0459,Windows Server 2019,13.41,17.76,4.35,2025-06-01
SRV-0460,Windows Server 2019,10.2,12.62,2.42,2025-06-01
SRV-0461,Windows Server 2022,19.73,22.06,2.33,2025-06-01
SRV-0462,Windows Server 2022,5.03,5.43,0.4,2025-06-01
SRV-0463,Windows Server 2019,6.87,9.13,2.26,2025-06-01
SRV-0464,Windows Server 2022,6.19,6.3,0.11,2025-06-01
SRV-0465,Windows Server 2022,45.61,47.21,1.6,2025-06-01
SRV-0466,Windows Server 2019,24.05,24.18,0.13,2025-06-01
SRV-0467,Windows Server 2016,28.12,29.94,1.82,2025-06-01
SRV-0468,Windows Server 2019,42.46,45.12,2.66,2025-06-01
SRV-0469,Windows Server 2022,5.13,7.24,2.11,2025-06-01
SRV-0470,Windows Server 2016,23.94,28.85,4.91,2025-06-01
SRV-0471,Windows Server 2019,23.49,25.18,1.69,2025-06-01
SRV-0472,Windows Server 2016,38.95,41.83,2.88,2025-06-01
SRV-0473,Windows Server 2019,12.42,16.74,4.32,2025-06-01
SRV-0474,Windows Server 2019,24.38,28.4,4.02,2025-06-01
SRV-0475,Windows Server 2022,25.97,27.0,1.03,2025-06-01
SRV-0476,Windows Server 2019,9.23,14.08,4.85,2025-06-01
SRV-0477,Windows Server 2016,31.89,33.59,1.7,2025-06-01
SRV-0478,Windows Server 2019,42.97,46.72,3.75,2025-06-01
SRV-0479,Windows Server 2019,23.31,27.14,3.83,2025-06-01
SRV-0480,Windows Server 2019,34.78,36.67,1.89,2025-06-01
SRV-0481,Windows Server 2019,10.06,13.15,3.09,2025-06-01
SRV-0482,Windows Server 2019,48.27,48.65,0.38,2025-06-01
SRV-0483,Windows Server 2022,36.62,40.19,3.57,2025-06-01
SRV-0484,Windows Server 2019,45.97,47.54,1.57,2025-06-01
SRV-0485,Windows Server 2022,30.97,31.46,0.49,2025-06-01
SRV-0486,Windows Server 2019,6.36,7.34,0.98,2025-06-01
SRV-0487,Windows Server 2019,16.03,17.84,1.81,2025-06-01
SRV-0488,Windows Server 2016,5.31,5.92,0.61,2025-06-01
SRV-0489,Windows Server 2019,29.36,30.05,0.69,2025-06-01
SRV-0490,Windows Server 2019,31.08,33.79,2.71,2025-06-01
SRV-0491,Windows Server 2022,35.34,39.08,3.74,2025-06-01
SRV-0492,Windows Server 2022,49.02,51.59,2.57,2025-06-01
SRV-0493,Windows Server 2019,25.5,29.85,4.35,2025-06-01
SRV-0494,Windows Server 2019,28.16,30.2,2.04,2025-06-01
SRV-0495,Windows Server 2022,30.14,30.56,0.42,2025-06-01
SRV-0496,Windows Server 2016,10.17,13.88,3.71,2025-06-01
SRV-0497,Windows Server 2019,17.53,20.22,2.69,2025-06-01
SRV-0498,Windows Server 2019,14.58,17.62,3.04,2025-06-01
SRV-0499,Windows Server 2019,31.6,33.9,2.3,2025-06-01
SRV-0500,Windows Server 2019,35.61,39.88,4.27,2025-06-01
SRV-0501,Windows Server 2022,39.15,40.82,1.67,2025-06-01
SRV-0502,Windows Server 2016,39.3,39.79,0.49,2025-06-01
SRV-0503,Windows Server 2016,5.05,8.84,3.79,2025-06-01
SRV-0504,Windows Server 2019,25.3,28.18,2.88,2025-06-01
SRV-0505,Windows Server 2019,45.42,49.52,4.1,2025-06-01
SRV-0506,Windows Server 2019,33.42,35.49,2.07,2025-06-01
SRV-0507,Windows Server 2022,39.1,42.01,2.91,2025-06-01
SRV-0508,Windows Server 2019,29.13,31.21,2.08,2025-06-01
SRV-0509,Windows Server 2022,24.14,27.57,3.43,2025-06-01
SRV-0510,Windows Server 2019,43.7,45.13,1.43,2025-06-01
SRV-0511,Windows Server 2022,12.12,15.74,3.62,2025-06-01
SRV-0512,Windows Server 2022,20.54,22.24,1.7,2025-06-01
SRV-0513,Windows Server 2019,43.82,46.87,3.05,2025-06-01
SRV-0514,Windows Server 2016,37.44,41.12,3.68,2025-06-01
SRV-0515,Windows Server 2019,19.67,23.64,3.97,2025-06-01
SRV-0516,Windows Server 2016,43.98,47.5,3.52,2025-06-01
SRV-0517,Windows Server 2019,32.17,34.85,2.68,2025-06-01
SRV-0518,Windows Server 2022,33.34,33.97,0.63,2025-06-01
SRV-0519,Windows Server 2019,12.22,13.0,0.78,2025-06-01
SRV-0520,Windows Server 2019,31.07,34.32,3.25,2025-06-01
SRV-0521,Windows Server 2022,27.41,30.23,2.82,2025-06-01
SRV-0522,Windows Server 2016,17.92,20.13,2.21,2025-06-01
SRV-0523,Windows Server 2022,45.01,47.28,2.27,2025-06-01
SRV-0524,Windows Server 2019,36.97,40.59,3.62,2025-06-01
SRV-0525,Windows Server 2022,32.78,37.14,4.36,2025-06-01
SRV-0526,Windows Server 2019,48.19,49.89,1.7,2025-06-01
SRV-0527,Windows Server 2022,22.05,22.49,0.44,2025-06-01
SRV-0528,Windows Server 2019,41.47,45.67,4.2,2025-06-01
SRV-0529,Windows Server 2022,11.21,14.65,3.44,2025-06-01
SRV-0530,Windows Server 2016,25.44,28.61,3.17,2025-06-01
SRV-0531,Windows Server 2022,23.05,24.72,1.67,2025-06-01
SRV-0532,Windows Server 2022,9.57,13.22,3.65,2025-06-01
SRV-0533,Windows Server 2022,12.6,15.66,3.06,2025-06-01
SRV-0534,Windows Server 2019,45.51,46.28,0.77,2025-06-01
SRV-0535,Windows Server 2019,24.0,28.69,4.69,2025-06-01
SRV-0536,Windows Server 2016,40.5,43.49,2.99,2025-06-01
SRV-0537,Windows Server 2019,22.98,27.3,4.32,2025-06-01
SRV-0538,Windows Server 2022,36.08,39.51,3.43,2025-06-01
SRV-0539,Windows Server 2019,43.08,43.89,0.81,2025-06-01
SRV-0540,Windows Server 2019,37.22,39.44,2.22,2025-06-01
SRV-0541,Windows Server 2022,30.11,30.26,0.15,2025-06-01
SRV-0542,Windows Server 2019,41.16,44.69,3.53,2025-06-01
SRV-0543,Windows Server 2019,27.95,30.04,2.09,2025-06-01
SRV-0544,Windows Server 2022,48.61,48.99,0.38,2025-06-01
SRV-0545,Windows Server 2016,45.18,46.68,1.5,2025-06-01
SRV-0546,Windows Server 2016,49.19,53.98,4.79,2025-06-01
SRV-0547,Windows Server 2019,46.22,48.08,1.86,2025-06-01
SRV-0548,Windows Server 2019,28.5,29.56,1.06,2025-06-01
SRV-0549,Windows Server 2019,46.13,47.31,1.18,2025-06-01
SRV-0550,Windows Server 2019,10.22,14.21,3.99,2025-06-01
SRV-0551,Windows Server 2019,11.76,13.01,1.25,2025-06-01
SRV-0552,Windows Server 2019,36.2,40.97,4.77,2025-06-01
SRV-0553,Windows Server 2019,48.37,50.09,1.72,2025-06-01
SRV-0554,Windows Server 2022,13.55,14.45,0.9,2025-06-01
SRV-0555,Windows Server 2022,7.26,9.97,2.71,2025-06-01
SRV-0556,Windows Server 2019,48.61,50.6,1.99,2025-06-01
SRV-0557,Windows Server 2019,38.09,39.2,1.11,2025-06-01
SRV-0558,Windows Server 2022,27.74,29.79,2.05,2025-06-01
SRV-0559,Windows Server 2022,45.47,47.63,2.16,2025-06-01
SRV-0560,Windows Server 2019,30.98,33.29,2.31,2025-06-01
SRV-0561,Windows Server 2022,17.75,20.15,2.4,2025-06-01
SRV-0562,Windows Server 2019,9.42,11.65,2.23,2025-06-01
SRV-0563,Windows Server 2019,16.32,20.37,4.05,2025-06-01
SRV-0564,Windows Server 2016,5.71,6.44,0.73,2025-06-01
SRV-0565,Windows Server 2022,25.06,28.31,3.25,2025-06-01
SRV-0566,Windows Server 2022,33.06,34.84,1.78,2025-06-01
SRV-0567,Windows Server 2022,33.14,33.49,0.35,2025-06-01
SRV-0568,Windows Server 2022,7.33,9.67,2.34,2025-06-01
SRV-0569,Windows Server 2022,10.08,11.71,1.63,2025-06-01
SRV-0570,Windows Server 2022,13.16,15.77,2.61,2025-06-01
SRV-0571,Windows Server 2022,16.13,18.61,2.48,2025-06-01
SRV-0572,Windows Server 2019,35.57,37.17,1.6,2025-06-01
SRV-0573,Windows Server 2019,23.22,25.63,2.41,2025-06-01
SRV-0574,Windows Server 2019,46.87,51.53,4.66,2025-06-01
SRV-0575,Windows Server 2019,15.25,17.94,2.69,2025-06-01
SRV-0576,Windows Server 2022,22.88,24.55,1.67,2025-06-01
SRV-0577,Windows Server 2022,39.17,41.56,2.39,2025-06-01
SRV-0578,Windows Server 2022,21.33,23.32,1.99,2025-06-01
SRV-0579,Windows Server 2022,21.41,23.6,2.19,2025-06-01
SRV-0580,Windows Server 2019,45.67,47.49,1.82,2025-06-01
SRV-0581,Windows Server 2019,14.61,16.89,2.28,2025-06-01
SRV-0582,Windows Server 2019,18.58,21.52,2.94,2025-06-01
SRV-0583,Windows Server 2016,27.87,30.05,2.18,2025-06-01
SRV-0584,Windows Server 2019,9.03,11.01,1.98,2025-06-01
SRV-0585,Windows Server 2022,15.08,18.75,3.67,2025-06-01
SRV-0586,Windows Server 2019,43.55,47.3,3.75,2025-06-01
SRV-0587,Windows Server 2019,26.55,29.36,2.81,2025-06-01
SRV-0588,Windows Server 2019,23.81,25.09,1.28,2025-06-01
SRV-0589,Windows Server 2022,5.62,10.1,4.48,2025-06-01
SRV-0590,Windows Server 2016,44.24,44.69,0.45,2025-06-01
SRV-0591,Windows Server 2016,16.53,17.54,1.01,2025-06-01
SRV-0592,Windows Server 2022,11.64,13.08,1.44,2025-06-01
SRV-0593,Windows Server 2022,5.54,9.93,4.39,2025-06-01
SRV-0594,Windows Server 2019,23.05,26.93,3.88,2025-06-01
SRV-0595,Windows Server 2016,46.4,50.2,3.8,2025-06-01
SRV-0596,Windows Server 2019,27.38,27.8,0.42,2025-06-01
SRV-0597,Windows Server 2019,44.65,47.54,2.89,2025-06-01
SRV-0598,Windows Server 2022,26.22,30.08,3.86,2025-06-01
SRV-0599,Windows Server 2019,6.88,10.51,3.63,2025-06-01
SRV-0600,Windows Server 2022,7.76,12.64,4.88,2025-06-01
SRV-0601,Windows Server 2019,38.4,42.03,3.63,2025-06-01
SRV-0602,Windows Server 2016,12.31,14.47,2.16,2025-06-01
SRV-0603,Windows Server 2019,38.21,42.18,3.97,2025-06-01
SRV-0604,Windows Server 2019,39.2,39.92,0.72,2025-06-01
SRV-0605,Windows Server 2019,47.83,52.06,4.23,2025-06-01
SRV-0606,Windows Server 2019,9.08,9.5,0.42,2025-06-01
SRV-0607,Windows Server 2019,39.57,42.62,3.05,2025-06-01
SRV-0608,Windows Server 2022,44.6,48.14,3.54,2025-06-01
SRV-0609,Windows Server 2022,49.19,50.87,1.68,2025-06-01
SRV-0610,Windows Server 2019,13.13,15.34,2.21,2025-06-01
SRV-0611,Windows Server 2019,42.98,46.07,3.09,2025-06-01
SRV-0612,Windows Server 2016,26.46,29.19,2.73,2025-06-01
SRV-0613,Windows Server 2016,11.73,12.36,0.63,2025-06-01
SRV-0614,Windows Server 2022,47.94,50.94,3.0,2025-06-01
SRV-0615,Windows Server 2016,30.42,34.66,4.24,2025-06-01
SRV-0616,Windows Server 2022,7.42,10.92,3.5,2025-06-01
SRV-0617,Windows Server 2016,20.12,20.58,0.46,2025-06-01
SRV-0618,Windows Server 2022,38.56,42.0,3.44,2025-06-01
SRV-0619,Windows Server 2016,24.36,25.94,1.58,2025-06-01
SRV-0620,Windows Server 2022,10.26,12.09,1.83,2025-06-01
SRV-0621,Windows Server 2019,11.19,14.46,3.27,2025-06-01
SRV-0622,Windows Server 2022,45.51,46.11,0.6,2025-06-01
SRV-0623,Windows Server 2019,25.35,28.0,2.65,2025-06-01
SRV-0624,Windows Server 2019,15.61,17.19,1.58,2025-06-01
SRV-0625,Windows Server 2019,14.45,17.85,3.4,2025-06-01
SRV-0626,Windows Server 2019,13.54,14.44,0.9,2025-06-01
SRV-0627,Windows Server 2022,30.26,31.8,1.54,2025-06-01
SRV-0628,Windows Server 2016,48.37,49.44,1.07,2025-06-01
SRV-0629,Windows Server 2019,8.88,12.86,3.98,2025-06-01
SRV-0630,Windows Server 2016,10.46,13.5,3.04,2025-06-01
SRV-0631,Windows Server 2019,8.09,9.68,1.59,2025-06-01
SRV-0632,Windows Server 2022,43.4,46.23,2.83,2025-06-01
SRV-0633,Windows Server 2022,17.32,18.06,0.74,2025-06-01
SRV-0634,Windows Server 2022,10.82,14.37,3.55,2025-06-01
SRV-0635,Windows Server 2019,43.93,48.57,4.64,2025-06-01
SRV-0636,Windows Server 2019,44.38,45.51,1.13,2025-06-01
SRV-0637,Windows Server 2019,40.04,43.94,3.9,2025-06-01
SRV-0638,Windows Server 2019,45.41,47.29,1.88,2025-06-01
SRV-0639,Windows Server 2022,43.24,47.9,4.66,2025-06-01
SRV-0640,Windows Server 2016,48.8,53.54,4.74,2025-06-01
SRV-0641,Windows Server 2019,12.38,16.47,4.09,2025-06-01
SRV-0642,Windows Server 2022,34.81,36.6,1.79,2025-06-01
SRV-0643,Windows Server 2022,26.15,26.87,0.72,2025-06-01
SRV-0644,Windows Server 2016,40.91,45.88,4.97,2025-06-01
SRV-0645,Windows Server 2019,9.41,11.84,2.43,2025-06-01
SRV-0646,Windows Server 2019,47.04,50.56,3.52,2025-06-01
SRV-0647,Windows Server 2019,37.22,40.35,3.13,2025-06-01
SRV-0648,Windows Server 2019,25.08,26.79,1.71,2025-06-01
SRV-0649,Windows Server 2022,10.34,15.34,5.0,2025-06-01
SRV-0650,Windows Server 2022,18.61,22.86,4.25,2025-06-01
SRV-0651,Windows Server 2019,21.1,21.89,0.79,2025-06-01
SRV-0652,Windows Server 2022,42.32,45.23,2.91,2025-06-01
SRV-0653,Windows Server 2016,27.66,30.38,2.72,2025-06-01
SRV-0654,Windows Server 2016,25.71,26.43,0.72,2025-06-01
SRV-0655,Windows Server 2016,43.3,45.77,2.47,2025-06-01
SRV-0656,Windows Server 2019,31.72,36.7,4.98,2025-06-01
SRV-0657,Windows Server 2019,31.24,34.68,3.44,2025-06-01
SRV-0658,Windows Server 2022,48.91,49.74,0.83,2025-06-01
SRV-0659,Windows Server 2022,23.48,27.47,3.99,2025-06-01
SRV-0660,Windows Server 2019,24.69,28.45,3.76,2025-06-01
SRV-0661,Windows Server 2019,24.41,26.19,1.78,2025-06-01
SRV-0662,Windows Server 2019,11.27,15.73,4.46,2025-06-01
SRV-0663,Windows Server 2019,22.37,23.58,1.21,2025-06-01
SRV-0664,Windows Server 2022,40.47,40.85,0.38,2025-06-01
SRV-0665,Windows Server 2019,42.99,46.34,3.35,2025-06-01
SRV-0666,Windows Server 2019,10.23,13.15,2.92,2025-06-01
SRV-0667,Windows Server 2019,36.99,37.26,0.27,2025-06-01
SRV-0668,Windows Server 2019,36.15,37.28,1.13,2025-06-01
SRV-0669,Windows Server 2019,19.76,22.37,2.61,2025-06-01
SRV-0670,Windows Server 2022,14.71,18.01,3.3,2025-06-01
SRV-0671,Windows Server 2019,38.55,40.04,1.49,2025-06-01
SRV-0672,Windows Server 2019,24.9,29.81,4.91,2025-06-01
SRV-0673,Windows Server 2019,25.23,28.85,3.62,2025-06-01
SRV-0674,Windows Server 2022,49.44,53.32,3.88,2025-06-01
SRV-0675,Windows Server 2016,27.7,30.14,2.44,2025-06-01
SRV-0676,Windows Server 2019,20.75,24.42,3.67,2025-06-01
SRV-0677,Windows Server 2019,36.57,37.49,0.92,2025-06-01
SRV-0678,Windows Server 2019,25.65,29.27,3.62,2025-06-01
SRV-0679,Windows Server 2019,25.28,27.45,2.17,2025-06-01
SRV-0680,Windows Server 2019,30.13,31.07,0.94,2025-06-01
SRV-0681,Windows Server 2019,39.66,40.99,1.33,2025-06-01
SRV-0682,Windows Server 2019,18.98,20.05,1.07,2025-06-01
SRV-0683,Windows Server 2016,46.55,48.61,2.06,2025-06-01
SRV-0684,Windows Server 2016,17.65,20.52,2.87,2025-06-01
SRV-0685,Windows Server 2019,31.91,33.29,1.38,2025-06-01
SRV-0686,Windows Server 2022,23.27,27.61,4.34,2025-06-01
SRV-0687,Windows Server 2019,40.34,41.9,1.56,2025-06-01
SRV-0688,Windows Server 2022,8.36,9.52,1.16,2025-06-01
SRV-0689,Windows Server 2016,11.09,13.33,2.24,2025-06-01
SRV-0690,Windows Server 2019,8.7,10.55,1.85,2025-06-01
SRV-0691,Windows Server 2016,7.03,9.06,2.03,2025-06-01
SRV-0692,Windows Server 2019,18.93,23.84,4.91,2025-06-01
SRV-0693,Windows Server 2016,41.5,43.44,1.94,2025-06-01
SRV-0694,Windows Server 2019,34.11,34.76,0.65,2025-06-01
SRV-0695,Windows Server 2019,18.98,20.31,1.33,2025-06-01
SRV-0696,Windows Server 2019,15.89,20.25,4.36,2025-06-01
SRV-0697,Windows Server 2016,26.7,30.84,4.14,2025-06-01
SRV-0698,Windows Server 2019,33.86,37.99,4.13,2025-06-01
SRV-0699,Windows Server 2019,11.01,11.81,0.8,2025-06-01
SRV-0700,Windows Server 2016,32.72,36.54,3.82,2025-06-01
SRV-0701,Windows Server 2022,18.48,22.4,3.92,2025-06-01
SRV-0702,Windows Server 2022,41.09,41.61,0.52,2025-06-01
SRV-0703,Windows Server 2022,45.35,49.54,4.19,2025-06-01
SRV-0704,Windows Server 2019,40.07,40.6,0.53,2025-06-01
SRV-0705,Windows Server 2019,6.52,8.32,1.8,2025-06-01
SRV-0706,Windows Server 2022,44.66,45.11,0.45,2025-06-01
SRV-0707,Windows Server 2019,23.77,25.49,1.72,2025-06-01
SRV-0708,Windows Server 2022,38.58,40.99,2.41,2025-06-01
SRV-0709,Windows Server 2022,32.84,37.44,4.6,2025-06-01
SRV-0710,Windows Server 2019,38.41,39.23,0.82,2025-06-01
SRV-0711,Windows Server 2016,16.43,18.1,1.67,2025-06-01
SRV-0712,Windows Server 2022,18.14,19.45,1.31,2025-06-01
SRV-0713,Windows Server 2016,14.19,19.08,4.89,2025-06-01
SRV-0714,Windows Server 2016,5.38,9.43,4.05,2025-06-01
SRV-0715,Windows Server 2022,32.93,33.88,0.95,2025-06-01
SRV-0716,Windows Server 2016,26.92,30.43,3.51,2025-06-01
SRV-0717,Windows Server 2019,19.91,22.83,2.92,2025-06-01
SRV-0718,Windows Server 2016,46.18,49.95,3.77,2025-06-01
SRV-0719,Windows Server 2022,26.44,27.9,1.46,2025-06-01
SRV-0720,Windows Server 2022,32.04,36.73,4.69,2025-06-01
SRV-0721,Windows Server 2019,29.97,30.6,0.63,2025-06-01
SRV-0722,Windows Server 2019,49.74,50.02,0.28,2025-06-01
SRV-0723,Windows Server 2016,46.53,47.03,0.5,2025-06-01
SRV-0724,Windows Server 2016,24.09,27.5,3.41,2025-06-01
SRV-0725,Windows Server 2022,18.39,23.22,4.83,2025-06-01
SRV-0726,Windows Server 2019,44.19,46.61,2.42,2025-06-01
SRV-0727,Windows Server 2019,9.25,10.98,1.73,2025-06-01
SRV-0728,Windows Server 2022,39.29,41.5,2.21,2025-06-01
SRV-0729,Windows Server 2016,12.39,14.33,1.94,2025-06-01
SRV-0730,Windows Server 2016,20.42,24.56,4.14,2025-06-01
SRV-0731,Windows Server 2019,9.43,14.1,4.67,2025-06-01
SRV-0732,Windows Server 2019,37.96,42.27,4.31,2025-06-01
SRV-0733,Windows Server 2016,13.02,16.41,3.39,2025-06-01
SRV-0734,Windows Server 2019,7.63,10.55,2.92,2025-06-01
SRV-0735,Windows Server 2019,48.06,50.87,2.81,2025-06-01
SRV-0736,Windows Server 2022,13.77,16.6,2.83,2025-06-01
SRV-0737,Windows Server 2019,40.68,43.64,2.96,2025-06-01
SRV-0738,Windows Server 2016,46.32,50.23,3.91,2025-06-01
SRV-0739,Windows Server 2022,42.0,42.18,0.18,2025-06-01
SRV-0740,Windows Server 2019,35.17,38.96,3.79,2025-06-01
SRV-0741,Windows Server 2016,24.51,28.94,4.43,2025-06-01
SRV-0742,Windows Server 2019,47.49,51.15,3.66,2025-06-01
SRV-0743,Windows Server 2019,46.73,49.22,2.49,2025-06-01
SRV-0744,Windows Server 2022,22.49,23.82,1.33,2025-06-01
SRV-0745,Windows Server 2016,49.75,53.29,3.54,2025-06-01
SRV-0746,Windows Server 2019,20.59,24.63,4.04,2025-06-01
SRV-0747,Windows Server 2019,47.32,47.55,0.23,2025-06-01
SRV-0748,Windows Server 2019,41.74,42.81,1.07,2025-06-01
SRV-0749,Windows Server 2022,27.29,30.42,3.13,2025-06-01
SRV-0750,Windows Server 2019,47.25,51.61,4.36,2025-06-01
SRV-0751,Windows Server 2016,48.27,49.28,1.01,2025-06-01
SRV-0752,Windows Server 2019,43.78,47.78,4.0,2025-06-01
SRV-0753,Windows Server 2022,26.78,27.73,0.95,2025-06-01
SRV-0754,Windows Server 2019,24.48,28.55,4.07,2025-06-01
SRV-0755,Windows Server 2016,42.57,42.72,0.15,2025-06-01
SRV-0756,Windows Server 2019,21.5,22.88,1.38,2025-06-01
SRV-0757,Windows Server 2019,34.54,35.61,1.07,2025-06-01
SRV-0758,Windows Server 2019,27.62,29.47,1.85,2025-06-01
SRV-0759,Windows Server 2016,5.07,7.84,2.77,2025-06-01
SRV-0760,Windows Server 2019,29.95,30.8,0.85,2025-06-01
SRV-0761,Windows Server 2019,24.33,24.75,0.42,2025-06-01
SRV-0762,Windows Server 2016,49.08,50.9,1.82,2025-06-01
SRV-0763,Windows Server 2019,41.66,44.52,2.86,2025-06-01
SRV-0764,Windows Server 2022,31.19,31.55,0.36,2025-06-01
SRV-0765,Windows Server 2019,22.85,23.73,0.88,2025-06-01
SRV-0766,Windows Server 2019,5.73,5.99,0.26,2025-06-01
SRV-0767,Windows Server 2016,15.78,16.73,0.95,2025-06-01
SRV-0768,Windows Server 2016,30.1,33.19,3.09,2025-06-01
SRV-0769,Windows Server 2019,29.97,31.68,1.71,2025-06-01
SRV-0770,Windows Server 2016,36.5,39.27,2.77,2025-06-01
SRV-0771,Windows Server 2019,45.72,49.48,3.76,2025-06-01
SRV-0772,Windows Server 2019,19.02,19.25,0.23,2025-06-01
SRV-0773,Windows Server 2022,13.19,14.8,1.61,2025-06-01
SRV-0774,Windows Server 2022,31.8,36.32,4.52,2025-06-01
SRV-0775,Windows Server 2022,15.29,17.4,2.11,2025-06-01
SRV-0776,Windows Server 2019,11.98,16.87,4.89,2025-06-01
SRV-0777,Windows Server 2016,49.57,53.3,3.73,2025-06-01
SRV-0778,Windows Server 2019,14.63,19.31,4.68,2025-06-01
SRV-0779,Windows Server 2016,18.3,21.68,3.38,2025-06-01
SRV-0780,Windows Server 2019,20.38,24.45,4.07,2025-06-01
SRV-0781,Windows Server 2019,7.33,11.11,3.78,2025-06-01
SRV-0782,Windows Server 2022,21.97,24.49,2.52,2025-06-01
SRV-0783,Windows Server 2022,43.53,43.65,0.12,2025-06-01
SRV-0784,Windows Server 2019,20.89,24.95,4.06,2025-06-01
SRV-0785,Windows Server 2016,29.64,33.17,3.53,2025-06-01
SRV-0786,Windows Server 2016,46.56,48.77,2.21,2025-06-01
